Date;PX_LAST;PX_VOLUME
21.04.2021;133.5;68847136
20.04.2021;133.11;94812349
19.04.2021;134.84;94264215
16.04.2021;134.16;84922386
15.04.2021;134.5;89347102
14.04.2021;132.03;87222782
13.04.2021;134.43;91266545
12.04.2021;131.24;91419983
09.04.2021;132.995;106686703
08.04.2021;130.36;88844591
07.04.2021;127.9;83466716
06.04.2021;126.21;80171253
05.04.2021;125.9;88651175
01.04.2021;123;75089134
31.03.2021;122.15;118323826
30.03.2021;119.9;85671919
29.03.2021;121.39;80819203
26.03.2021;121.21;94071234
25.03.2021;120.59;98844681
24.03.2021;120.09;88530485
23.03.2021;122.54;95467142
22.03.2021;123.39;111912284
19.03.2021;119.99;185549522
18.03.2021;120.53;121469755
17.03.2021;124.76;111932636
16.03.2021;125.57;115227936
15.03.2021;123.99;92590555
12.03.2021;121.03;88105050
11.03.2021;121.96;103026514
10.03.2021;119.98;111943326
09.03.2021;121.085;129525780
08.03.2021;116.36;154376610
05.03.2021;121.42;153766601
04.03.2021;120.13;178154975
03.03.2021;122.06;112966340
02.03.2021;125.12;102260945
01.03.2021;127.79;116307892
26.02.2021;121.26;164560394
25.02.2021;120.99;148199540
24.02.2021;125.35;111039904
23.02.2021;125.86;158273022
22.02.2021;126;103916419
19.02.2021;129.87;87668834
18.02.2021;129.71;96856748
17.02.2021;130.84;98085249
16.02.2021;133.19;80576316
12.02.2021;135.37;60145130
11.02.2021;135.13;64280029
10.02.2021;135.39;73046563
09.02.2021;136.01;76774213
08.02.2021;136.91;71297214
05.02.2021;136.76;75693830
04.02.2021;137.39;84183061
03.02.2021;133.94;89880937
02.02.2021;134.99;83305367
01.02.2021;134.14;106239823
29.01.2021;131.96;177523812
28.01.2021;137.09;142621128
27.01.2021;142.06;140843759
26.01.2021;143.16;98390555
25.01.2021;142.92;157611713
22.01.2021;139.07;114459360
21.01.2021;136.87;120529544
20.01.2021;132.03;104319489
19.01.2021;127.83;90757329
15.01.2021;127.14;111598531
14.01.2021;128.91;90221755
13.01.2021;130.89;88636831
12.01.2021;128.8;91951145
11.01.2021;128.98;100620880
08.01.2021;132.05;105158245
07.01.2021;130.92;109578157
06.01.2021;126.6;155087970
05.01.2021;131.01;97664898
04.01.2021;129.41;143301887
31.12.2020;132.69;99116586
30.12.2020;133.72;96452124
29.12.2020;134.87;121047324
28.12.2020;136.69;124486237
24.12.2020;131.97;54930064
23.12.2020;130.96;88223692
22.12.2020;131.88;169351825
21.12.2020;128.23;121251553
18.12.2020;126.655;192541496
17.12.2020;128.7;94359811
16.12.2020;127.81;98208591
15.12.2020;127.88;157572262
14.12.2020;121.78;79075988
11.12.2020;122.41;86939786
10.12.2020;123.24;81312170
09.12.2020;121.78;115089193
08.12.2020;124.38;82225512
07.12.2020;123.75;86711990
04.12.2020;122.25;78260421
03.12.2020;122.94;78967630
02.12.2020;123.08;89004195
01.12.2020;122.72;128166803
30.11.2020;119.05;169410176
27.11.2020;116.59;46691331
25.11.2020;116.03;76499234
24.11.2020;115.17;113874218
23.11.2020;113.85;127959318
20.11.2020;117.34;73604287
19.11.2020;118.64;74112972
18.11.2020;118.03;76322111
17.11.2020;119.39;74270973
16.11.2020;120.3;91183018
13.11.2020;119.26;81688586
12.11.2020;119.21;103350674
11.11.2020;119.49;112294954
10.11.2020;115.97;138023390
09.11.2020;116.32;154515315
06.11.2020;118.69;114457922
05.11.2020;119.03;126387074
04.11.2020;114.95;138235482
03.11.2020;110.44;107624448
02.11.2020;108.77;122866899
30.10.2020;108.86;190573476
29.10.2020;115.32;146129173
28.10.2020;111.2;143937823
27.10.2020;116.6;92276772
26.10.2020;115.05;111850657
23.10.2020;115.04;82572645
22.10.2020;115.75;101987954
21.10.2020;116.87;89945980
20.10.2020;117.51;124423728
19.10.2020;115.98;120639337
16.10.2020;119.02;115393808
15.10.2020;120.71;112559219
14.10.2020;121.19;151062308
13.10.2020;121.1;262330451
12.10.2020;124.4;240226769
09.10.2020;116.97;100506865
08.10.2020;114.97;83477153
07.10.2020;115.08;96848985
06.10.2020;113.16;161498212
05.10.2020;116.5;106243839
02.10.2020;113.02;144711986
01.10.2020;116.79;116120440
30.09.2020;115.81;142675184
29.09.2020;114.09;100060526
28.09.2020;114.96;137672403
25.09.2020;112.28;149981441
24.09.2020;108.22;167743349
23.09.2020;107.12;150718671
22.09.2020;111.81;183055373
21.09.2020;110.08;195713815
18.09.2020;106.84;287104882
17.09.2020;110.34;178010968
16.09.2020;112.13;155026675
15.09.2020;115.54;184642039
14.09.2020;115.355;140150087
11.09.2020;112;180860325
10.09.2020;113.49;182274391
09.09.2020;117.32;176940455
08.09.2020;112.82;231366563
04.09.2020;120.96;332607163
03.09.2020;120.88;257599640
02.09.2020;131.4;200118991
01.09.2020;134.18;152470142
31.08.2020;129.04;225768339
28.08.2020;124.808;187629916
27.08.2020;125.01;155552384
26.08.2020;126.523;163022268
25.08.2020;124.825;211495788
24.08.2020;125.858;345937768
21.08.2020;124.37;338054640
20.08.2020;118.275;126907188
19.08.2020;115.708;145538008
18.08.2020;115.563;105633540
17.08.2020;114.608;119561444
14.08.2020;114.908;165565208
13.08.2020;115.01;210082064
12.08.2020;113.01;165944820
11.08.2020;109.375;187902376
10.08.2020;112.728;212403424
07.08.2020;111.113;198045612
06.08.2020;113.903;202428900
05.08.2020;110.063;121991952
04.08.2020;109.665;172792368
03.08.2020;108.938;308151388
31.07.2020;106.26;374295468
30.07.2020;96.19;158130020
29.07.2020;95.04;90329256
28.07.2020;93.253;103625500
27.07.2020;94.81;121214192
24.07.2020;92.615;185438864
23.07.2020;92.845;197004432
22.07.2020;97.273;89001652
21.07.2020;97;103645836
20.07.2020;98.358;90317908
17.07.2020;96.328;92186900
16.07.2020;96.523;110577672
15.07.2020;97.725;153197932
14.07.2020;97.058;170989364
13.07.2020;95.478;191649140
10.07.2020;95.92;90257320
09.07.2020;95.683;125642608
08.07.2020;95.343;117091880
07.07.2020;93.173;112424456
06.07.2020;93.463;118655652
02.07.2020;91.028;114041468
01.07.2020;91.028;110737236
30.06.2020;91.2;140223284
29.06.2020;90.445;130646076
26.06.2020;88.408;205256844
25.06.2020;91.21;137522512
24.06.2020;90.015;192623396
23.06.2020;91.633;212155476
22.06.2020;89.718;135445264
19.06.2020;87.43;264475808
18.06.2020;87.933;96820384
17.06.2020;87.898;114406504
16.06.2020;88.02;165428728
15.06.2020;85.748;138808920
12.06.2020;84.7;200146052
11.06.2020;83.975;201662452
10.06.2020;88.21;166651752
09.06.2020;85.998;147712364
08.06.2020;83.365;95654536
05.06.2020;82.875;137250200
04.06.2020;80.58;87560364
03.06.2020;81.28;104491216
02.06.2020;80.835;87642816
01.06.2020;80.463;81018612
29.05.2020;79.485;153598128
28.05.2020;79.563;133796412
27.05.2020;79.528;112945096
26.05.2020;79.183;125521816
22.05.2020;79.723;81803016
21.05.2020;79.213;102688844
20.05.2020;79.808;111504860
19.05.2020;78.285;101729540
18.05.2020;78.74;135372500
15.05.2020;76.928;166348376
14.05.2020;77.385;158929076
13.05.2020;76.913;200622556
12.05.2020;77.853;162301052
11.05.2020;78.753;145946244
08.05.2020;77.533;134047940
07.05.2020;75.935;115215056
06.05.2020;75.158;142333752
05.05.2020;74.39;147751180
04.05.2020;73.29;133567944
01.05.2020;72.268;240616700
30.04.2020;73.45;183063872
29.04.2020;71.933;137280816
28.04.2020;69.645;112004748
27.04.2020;70.793;117087572
24.04.2020;70.743;126508732
23.04.2020;68.758;124814328
22.04.2020;69.025;117057368
21.04.2020;67.093;180991572
20.04.2020;69.233;130015000
17.04.2020;70.7;215249912
16.04.2020;71.673;157125160
15.04.2020;71.108;131154564
14.04.2020;71.763;194994688
13.04.2020;68.313;131022924
09.04.2020;66.998;162116492
08.04.2020;66.518;168895284
07.04.2020;64.858;202887324
06.04.2020;65.618;201820284
03.04.2020;60.353;129880068
02.04.2020;61.233;165933972
01.04.2020;60.228;176218552
31.03.2020;63.573;197002004
30.03.2020;63.703;167976440
27.03.2020;61.935;204216612
26.03.2020;64.61;252560676
25.03.2020;61.38;303602040
24.03.2020;61.72;287531092
23.03.2020;56.093;336752832
20.03.2020;57.31;401693384
19.03.2020;61.195;271857020
18.03.2020;61.668;300233624
17.03.2020;63.215;324055860
16.03.2020;60.553;322423460
13.03.2020;69.493;370732128
12.03.2020;62.058;418474068
11.03.2020;68.858;256379880
10.03.2020;71.335;285290080
09.03.2020;66.543;286744832
06.03.2020;72.258;226176984
05.03.2020;73.23;187572876
04.03.2020;75.685;219178272
03.03.2020;72.33;319475408
02.03.2020;74.703;341397356
28.02.2020;68.34;426884920
27.02.2020;68.38;320605524
26.02.2020;73.163;198713724
25.02.2020;72.02;230673456
24.02.2020;74.545;222195312
21.02.2020;78.263;129705660
20.02.2020;80.075;100565956
19.02.2020;80.905;93983964
18.02.2020;79.75;152762180
14.02.2020;81.238;80113788
13.02.2020;81.218;94747568
12.02.2020;81.8;113730292
11.02.2020;79.903;94323120
10.02.2020;80.388;109348860
07.02.2020;80.008;117684048
06.02.2020;81.303;105425540
05.02.2020;80.363;118826872
04.02.2020;79.713;136616536
03.02.2020;77.165;173985604
31.01.2020;77.378;199588384
30.01.2020;80.968;126743232
29.01.2020;81.085;216599712
28.01.2020;79.423;162233944
27.01.2020;77.238;161940020
24.01.2020;79.578;146537520
23.01.2020;79.808;104471972
22.01.2020;79.425;101832460
21.01.2020;79.143;110843256
17.01.2020;79.683;137816468
16.01.2020;78.81;108829016
15.01.2020;77.835;121923528
14.01.2020;78.17;162613828
13.01.2020;79.24;122086888
10.01.2020;77.583;140869088
09.01.2020;77.408;170486168
08.01.2020;75.798;132363784
07.01.2020;74.598;111510620
06.01.2020;74.95;118578576
03.01.2020;74.358;146535512
02.01.2020;75.088;135647456
31.12.2019;73.413;100990500
30.12.2019;72.88;144238456
27.12.2019;72.45;146371744
26.12.2019;72.478;93336016
24.12.2019;71.068;48478856
23.12.2019;71;98711532
20.12.2019;69.86;276130972
19.12.2019;70.005;98507788
18.12.2019;69.935;116098748
17.12.2019;70.103;114303192
16.12.2019;69.965;128324420
13.12.2019;68.788;133731224
12.12.2019;67.865;137748168
11.12.2019;67.693;78893564
10.12.2019;67.12;90529532
09.12.2019;66.73;128730580
06.12.2019;67.678;106189972
05.12.2019;66.395;74645372
04.12.2019;65.435;67241552
03.12.2019;64.863;117509072
02.12.2019;66.04;94774200
29.11.2019;66.813;46617452
27.11.2019;66.96;65544488
26.11.2019;66.073;105339528
25.11.2019;66.593;84118068
22.11.2019;65.445;65325052
21.11.2019;65.503;121395112
20.11.2019;65.798;106439676
19.11.2019;66.573;76278388
18.11.2019;66.775;86803588
15.11.2019;66.44;100374664
14.11.2019;65.66;89582224
13.11.2019;66.118;103270372
12.11.2019;65.49;87388904
11.11.2019;65.55;82029836
08.11.2019;65.035;70081980
07.11.2019;64.858;94940332
06.11.2019;64.31;75864496
05.11.2019;64.283;79897708
04.11.2019;64.375;103271808
01.11.2019;63.955;151125336
31.10.2019;62.19;139162080
30.10.2019;60.815;124522088
29.10.2019;60.823;142839468
28.10.2019;62.263;96572964
25.10.2019;61.645;73477184
24.10.2019;60.895;71665020
23.10.2019;60.795;79730180
22.10.2019;59.99;90736004
21.10.2019;60.128;89469932
18.10.2019;59.103;97508664
17.10.2019;58.82;69091588
16.10.2019;58.593;77146776
15.10.2019;58.83;92161932
14.10.2019;58.968;97653936
11.10.2019;59.053;167960840
10.10.2019;57.523;115851936
09.10.2019;56.758;76117696
08.10.2019;56.1;117130800
07.10.2019;56.765;123557076
04.10.2019;56.753;139022212
03.10.2019;55.205;121410744
02.10.2019;54.74;143069028
01.10.2019;56.148;144748652
30.09.2019;55.993;105274332
27.09.2019;54.705;101445140
26.09.2019;54.973;76353248
25.09.2019;55.258;89924024
24.09.2019;54.42;125737468
23.09.2019;54.68;77678592
20.09.2019;54.433;231908376
19.09.2019;55.24;88751504
18.09.2019;55.693;102572372
17.09.2019;55.175;73545872
16.09.2019;54.975;84632564
13.09.2019;54.688;159053184
12.09.2019;55.771;128906676
11.09.2019;55.898;177158584
10.09.2019;54.175;127111724
09.09.2019;53.543;109237604
06.09.2019;53.315;77449176
05.09.2019;53.32;95787936
04.09.2019;52.298;76867280
03.09.2019;51.425;80238296
30.08.2019;52.185;84650244
29.08.2019;52.253;84030608
28.08.2019;51.383;63830528
27.08.2019;51.04;103589376
26.08.2019;51.623;104264520
23.08.2019;50.66;187531372
22.08.2019;53.115;89071276
21.08.2019;53.16;86258988
20.08.2019;52.59;107678116
19.08.2019;52.588;97727660
16.08.2019;51.625;115254496
15.08.2019;50.435;111533452
14.08.2019;50.688;146189772
13.08.2019;52.243;190159144
12.08.2019;50.12;89927556
09.08.2019;50.248;98478984
08.08.2019;50.858;108038092
07.08.2019;49.76;133457600
06.08.2019;49.25;143299148
05.08.2019;48.335;209571876
02.08.2019;51.005;163448488
01.08.2019;52.108;216071688
31.07.2019;53.26;277125444
30.07.2019;52.195;135742872
29.07.2019;52.42;86693556
26.07.2019;51.935;70475496
25.07.2019;51.755;55638248
24.07.2019;52.168;59966268
23.07.2019;52.21;73420840
22.07.2019;51.805;89111728
19.07.2019;50.648;83717228
18.07.2019;51.415;74328644
17.07.2019;50.838;56429800
16.07.2019;51.125;67467264
15.07.2019;51.303;67789680
12.07.2019;50.825;70380848
11.07.2019;50.438;80767368
10.07.2019;50.808;71588552
09.07.2019;50.31;82312060
08.07.2019;50.005;101354512
05.07.2019;51.058;69062072
03.07.2019;51.103;45448180
02.07.2019;50.683;67740868
01.07.2019;50.388;109266956
28.06.2019;49.48;124442568
27.06.2019;49.935;83598868
26.06.2019;49.95;104270048
25.06.2019;48.893;84281336
24.06.2019;49.645;72881684
21.06.2019;49.695;191202356
20.06.2019;49.865;86055952
19.06.2019;49.468;84496940
18.06.2019;49.613;106204016
17.06.2019;48.473;58676576
14.06.2019;48.185;75045896
13.06.2019;48.538;86698500
12.06.2019;48.548;73012756
11.06.2019;48.703;107731528
10.06.2019;48.145;104883404
07.06.2019;47.538;122737572
06.06.2019;46.305;90105244
05.06.2019;45.635;119093708
04.06.2019;44.91;123871844
03.06.2019;43.325;161584276
31.05.2019;43.768;108174336
30.05.2019;44.575;84873648
29.05.2019;44.345;113924660
28.05.2019;44.558;111792640
24.05.2019;44.743;94858744
23.05.2019;44.915;146118944
22.05.2019;45.695;118994224
21.05.2019;46.65;113459392
20.05.2019;45.773;154449160
17.05.2019;47.25;131516360
16.05.2019;47.52;132125456
15.05.2019;47.73;106178872
14.05.2019;47.165;146118708
13.05.2019;46.43;229722492
10.05.2019;49.295;164834848
09.05.2019;50.18;139634428
08.05.2019;50.725;105358016
07.05.2019;50.715;155054792
06.05.2019;52.12;129772452
03.05.2019;52.938;83569512
02.05.2019;52.288;127985296
01.05.2019;52.63;259309312
30.04.2019;50.168;186139692
29.04.2019;51.153;88818864
26.04.2019;51.075;74596408
25.04.2019;51.32;74172824
24.04.2019;51.79;70162436
23.04.2019;51.87;93291964
22.04.2019;51.133;77758180
18.04.2019;50.965;96783064
17.04.2019;50.783;115627120
16.04.2019;49.813;102785540
15.04.2019;49.808;70146584
12.04.2019;49.718;111042672
11.04.2019;49.738;83603232
10.04.2019;50.155;86781152
09.04.2019;49.875;143072948
08.04.2019;50.025;103526788
05.04.2019;49.25;74106576
04.04.2019;48.923;76457100
03.04.2019;48.838;93087320
02.04.2019;48.505;91062928
01.04.2019;47.81;111447856
29.03.2019;47.488;94255844
28.03.2019;47.18;83121452
27.03.2019;47.118;119393708
26.03.2019;46.698;199202152
25.03.2019;47.185;175381172
22.03.2019;47.763;169630664
21.03.2019;48.773;204136948
20.03.2019;47.04;124140924
19.03.2019;46.633;126585476
18.03.2019;47.005;104879328
15.03.2019;46.53;156171648
14.03.2019;45.933;94318032
13.03.2019;45.428;124130096
12.03.2019;45.228;129870336
11.03.2019;44.725;128044136
08.03.2019;43.228;95997432
07.03.2019;43.125;99185496
06.03.2019;43.63;83241536
05.03.2019;43.883;78949676
04.03.2019;43.963;109744812
01.03.2019;43.743;103544668
28.02.2019;43.288;112861664
27.02.2019;43.718;111341556
26.02.2019;43.583;68280844
25.02.2019;43.558;87493432
22.02.2019;43.243;75652616
21.02.2019;42.765;68998680
20.02.2019;43.008;104457448
19.02.2019;42.733;75891304
15.02.2019;42.605;98507256
14.02.2019;42.7;87342988
13.02.2019;42.545;89960932
12.02.2019;42.723;89134092
11.02.2019;42.358;83973700
08.02.2019;42.603;95279864
07.02.2019;42.735;126966760
06.02.2019;43.56;112958364
05.02.2019;43.545;144406512
04.02.2019;42.813;125982328
01.02.2019;41.63;130672552
31.01.2019;41.61;162958596
30.01.2019;41.313;244439120
29.01.2019;38.67;166348956
28.01.2019;39.075;104768232
25.01.2019;39.44;134191572
24.01.2019;38.175;101766196
23.01.2019;38.48;92522280
22.01.2019;38.325;121575880
18.01.2019;39.205;135004092
17.01.2019;38.965;119284640
16.01.2019;38.735;122278824
15.01.2019;38.268;114841296
14.01.2019;37.5;129756744
11.01.2019;38.073;108092964
10.01.2019;38.45;143122680
09.01.2019;38.328;180396324
08.01.2019;37.688;164101256
07.01.2019;36.983;219111056
04.01.2019;37.065;234428280
03.01.2019;35.548;365248780
02.01.2019;39.48;148158948
31.12.2018;39.435;140013864
28.12.2018;39.058;169165696
27.12.2018;39.038;212468260
26.12.2018;39.293;234330176
24.12.2018;36.708;148676928
21.12.2018;37.683;382977536
20.12.2018;39.208;259091840
19.12.2018;40.223;196189188
18.12.2018;41.518;135366072
17.12.2018;40.985;177151688
14.12.2018;41.37;162814840
13.12.2018;42.738;127591308
12.12.2018;42.275;142510696
11.12.2018;42.158;189126660
10.12.2018;42.4;248103976
07.12.2018;42.123;169126524
06.12.2018;43.68;172393640
04.12.2018;44.173;165377128
03.12.2018;46.205;163192008
30.11.2018;44.645;158126196
29.11.2018;44.888;167079968
28.11.2018;45.235;184250156
27.11.2018;43.56;165549508
26.11.2018;43.655;179994080
23.11.2018;43.073;94495888
21.11.2018;44.195;124496840
20.11.2018;44.245;271300988
19.11.2018;46.465;167683488
16.11.2018;48.383;147713012
15.11.2018;47.853;185915204
14.11.2018;46.7;243203828
13.11.2018;48.058;187531744
12.11.2018;48.543;204542072
09.11.2018;51.118;137463000
08.11.2018;52.123;101450544
07.11.2018;52.488;133697736
06.11.2018;50.943;127531524
05.11.2018;50.398;264654676
02.11.2018;51.87;365314616
01.11.2018;55.555;233292720
31.10.2018;54.715;153435732
30.10.2018;53.325;146639960
29.10.2018;53.06;183742080
26.10.2018;54.075;189033500
25.10.2018;54.95;119423072
24.10.2018;53.773;163700652
23.10.2018;55.683;155071384
22.10.2018;55.163;115168328
19.10.2018;54.828;132314904
18.10.2018;54.005;130325260
17.10.2018;55.298;91541588
16.10.2018;55.538;116735852
15.10.2018;54.34;123164028
12.10.2018;55.528;161351404
11.10.2018;53.613;212497568
10.10.2018;54.09;167962216
09.10.2018;56.718;107564116
08.10.2018;55.943;118655692
05.10.2018;56.073;134321852
04.10.2018;56.998;128168000
03.10.2018;58.018;114619196
02.10.2018;57.32;99152680
01.10.2018;56.815;94403208
28.09.2018;56.435;91717456
27.09.2018;56.238;120724908
26.09.2018;55.105;95938824
25.09.2018;55.548;98217516
24.09.2018;55.198;110773432
21.09.2018;54.415;384986992
20.09.2018;55.008;106435176
19.09.2018;54.593;108495332
18.09.2018;54.56;126286848
17.09.2018;54.47;148780532
14.09.2018;55.96;127997156
13.09.2018;56.603;166825508
12.09.2018;55.268;197114960
11.09.2018;55.963;142996196
10.09.2018;54.583;158065812
07.09.2018;55.325;150479240
06.09.2018;55.775;137159904
05.09.2018;56.718;133331840
04.09.2018;57.09;109560528
31.08.2018;56.908;173360536
30.08.2018;56.258;195175296
29.08.2018;55.745;109019216
28.08.2018;54.925;91107064
27.08.2018;54.485;82100468
24.08.2018;54.04;73905424
23.08.2018;53.873;75532896
22.08.2018;53.763;76072524
21.08.2018;53.76;104639020
20.08.2018;53.865;121150780
17.08.2018;54.395;141707988
16.08.2018;53.33;114001468
15.08.2018;52.56;115230256
14.08.2018;52.438;82992040
13.08.2018;52.218;103563520
10.08.2018;51.883;98444808
09.08.2018;52.22;93970504
08.08.2018;51.813;90101948
07.08.2018;51.778;102349548
06.08.2018;52.268;101701548
03.08.2018;51.998;133789584
02.08.2018;51.848;249616048
01.08.2018;50.375;271742864
31.07.2018;47.573;157492152
30.07.2018;47.478;84118140
27.07.2018;47.745;96095888
26.07.2018;48.553;76303856
25.07.2018;48.705;67321312
24.07.2018;48.25;74791592
23.07.2018;47.903;63957460
20.07.2018;47.86;82824168
19.07.2018;47.97;81147008
18.07.2018;47.6;65573524
17.07.2018;47.863;62138092
16.07.2018;47.728;60172440
13.07.2018;47.833;50079168
12.07.2018;47.758;72164524
11.07.2018;46.97;75325880
10.07.2018;47.588;63756596
09.07.2018;47.645;79026536
06.07.2018;46.993;69940980
05.07.2018;46.35;66416992
03.07.2018;45.98;55819224
02.07.2018;46.795;70925372
29.06.2018;46.278;90950664
28.06.2018;46.375;69460940
27.06.2018;46.04;101141312
26.06.2018;46.108;98276804
25.06.2018;45.543;126652384
22.06.2018;46.23;108801788
21.06.2018;46.365;102847592
20.06.2018;46.625;82514804
19.06.2018;46.423;134313820
18.06.2018;47.185;73939460
15.06.2018;47.21;246876640
14.06.2018;47.7;86440296
13.06.2018;47.675;86553572
12.06.2018;48.07;67644564
11.06.2018;47.808;73233840
08.06.2018;47.925;106627196
07.06.2018;48.365;85388720
06.06.2018;48.495;83734476
05.06.2018;48.328;86263852
04.06.2018;47.958;105064696
01.06.2018;47.56;93770040
31.05.2018;46.718;109931172
30.05.2018;46.875;74762188
29.05.2018;46.975;90056300
25.05.2018;47.145;69843852
24.05.2018;47.038;92935900
23.05.2018;47.09;80233660
22.05.2018;46.79;60962816
21.05.2018;46.908;73603148
18.05.2018;46.578;73190912
17.05.2018;46.748;69176116
16.05.2018;47.045;76732256
15.05.2018;46.61;94780636
14.05.2018;47.038;83115088
11.05.2018;47.148;104848884
10.05.2018;47.51;111957156
09.05.2018;46.84;92844964
08.05.2018;46.513;113611108
07.05.2018;46.29;169805692
04.05.2018;45.958;224805268
03.05.2018;44.223;136272720
02.05.2018;44.143;266157484
01.05.2018;42.275;214277504
30.04.2018;41.315;169709696
27.04.2018;40.58;142623356
26.04.2018;41.055;111852056
25.04.2018;40.913;113528336
24.04.2018;40.735;134768068
23.04.2018;41.31;146061908
20.04.2018;41.43;261964560
19.04.2018;43.2;139235200
18.04.2018;44.46;83018152
17.04.2018;44.56;106421768
16.04.2018;43.955;86313680
13.04.2018;43.683;100497020
12.04.2018;43.535;91557140
11.04.2018;43.11;89726560
10.04.2018;43.313;114456964
09.04.2018;42.513;116070872
06.04.2018;42.095;140021160
05.04.2018;43.2;107732788
04.04.2018;42.903;138421956
03.04.2018;42.098;121112184
02.04.2018;41.67;150347164
29.03.2018;41.945;153594020
28.03.2018;41.62;166674180
27.03.2018;42.085;163690316
26.03.2018;43.193;150164944
23.03.2018;41.235;164115136
22.03.2018;42.213;165963068
21.03.2018;42.818;148219740
20.03.2018;43.81;78597400
19.03.2018;43.825;133787084
16.03.2018;44.505;157618752
15.03.2018;44.663;90975192
14.03.2018;44.61;117473424
13.03.2018;44.993;126774116
12.03.2018;45.43;128828324
09.03.2018;44.995;128740648
08.03.2018;44.235;95096428
07.03.2018;43.758;126813848
06.03.2018;44.168;95154024
05.03.2018;44.205;113605464
02.03.2018;44.053;153815800
01.03.2018;43.75;195207880
28.02.2018;44.53;151128552
27.02.2018;44.598;155712500
26.02.2018;44.743;152648696
23.02.2018;43.875;135249440
22.02.2018;43.125;123967760
21.02.2018;42.768;149886492
20.02.2018;42.963;135722160
16.02.2018;43.108;160704364
15.02.2018;43.248;204588684
14.02.2018;41.843;162579732
13.02.2018;41.085;130196652
12.02.2018;40.678;243278156
09.02.2018;39.103;282690432
08.02.2018;38.788;217562064
07.02.2018;39.885;206434320
06.02.2018;40.758;272975352
05.02.2018;39.123;290954088
02.02.2018;40.125;346375300
01.02.2018;41.945;188923148
31.01.2018;41.858;129915720
30.01.2018;41.743;184192740
29.01.2018;41.99;202561624
26.01.2018;42.878;156572044
25.01.2018;42.778;166116016
24.01.2018;43.555;204420360
23.01.2018;44.26;130756584
22.01.2018;44.25;108434204
19.01.2018;44.615;129700268
18.01.2018;44.815;124773408
17.01.2018;44.775;137547344
16.01.2018;44.048;118263788
12.01.2018;44.273;101672320
11.01.2018;43.82;74670916
10.01.2018;43.573;95839580
09.01.2018;43.583;86335988
08.01.2018;43.588;82271064
05.01.2018;43.75;94640072
04.01.2018;43.258;89738388
03.01.2018;43.058;118071596
02.01.2018;43.065;102223736
29.12.2017;42.308;103999688
28.12.2017;42.77;65920748
27.12.2017;42.65;85992852
26.12.2017;42.643;132742144
22.12.2017;43.753;65397776
21.12.2017;43.753;83799584
20.12.2017;43.588;93902596
19.12.2017;43.635;109745788
18.12.2017;44.105;117684456
15.12.2017;43.493;160677228
14.12.2017;43.055;81906164
13.12.2017;43.068;95273788
12.12.2017;42.925;77636920
11.12.2017;43.168;141095036
08.12.2017;42.343;93420924
07.12.2017;42.33;102693232
06.12.2017;42.253;114240000
05.12.2017;42.41;109400616
04.12.2017;42.45;130169540
01.12.2017;42.763;159037152
30.11.2017;42.963;166108872
29.11.2017;42.37;166665456
28.11.2017;43.268;105715208
27.11.2017;43.523;82867208
24.11.2017;43.743;56106692
22.11.2017;43.74;102355700
21.11.2017;43.285;100525180
20.11.2017;42.495;65049788
17.11.2017;42.538;87598176
16.11.2017;42.775;94549936
15.11.2017;42.27;116632280
14.11.2017;42.835;99129948
13.11.2017;43.493;67928320
10.11.2017;43.668;100582000
09.11.2017;43.97;117930384
08.11.2017;44.06;97638108
07.11.2017;43.703;97445940
06.11.2017;43.563;140105224
03.11.2017;43.125;237594524
02.11.2017;42.028;165573492
01.11.2017;41.723;134551048
31.10.2017;42.26;144187312
30.10.2017;41.68;178803088
27.10.2017;40.763;177816640
26.10.2017;39.353;68001876
25.10.2017;39.103;84828392
24.10.2017;39.275;71028920
23.10.2017;39.043;87937308
20.10.2017;39.063;95896584
19.10.2017;38.995;170336664
18.10.2017;39.94;65496656
17.10.2017;40.118;75989100
16.10.2017;39.97;96485808
13.10.2017;39.248;65576752
12.10.2017;39;64500216
11.10.2017;39.138;67622560
10.10.2017;38.975;62468056
09.10.2017;38.96;65051692
06.10.2017;38.825;69630232
05.10.2017;38.848;85135076
04.10.2017;38.37;80655000
03.10.2017;38.62;64921172
02.10.2017;38.453;74795368
29.09.2017;38.53;105199240
28.09.2017;38.32;88021820
27.09.2017;38.558;102016908
26.09.2017;38.285;146640180
25.09.2017;37.638;177549344
22.09.2017;37.973;186581772
21.09.2017;38.348;150046644
20.09.2017;39.018;211805456
19.09.2017;39.683;83242528
18.09.2017;39.668;113077740
15.09.2017;39.97;196458408
14.09.2017;39.57;95042996
13.09.2017;39.913;179629444
12.09.2017;40.215;286856184
11.09.2017;40.375;126323192
08.09.2017;39.658;114446140
07.09.2017;40.315;87714008
06.09.2017;40.478;86606904
05.09.2017;40.52;118145256
01.09.2017;41.013;66364204
31.08.2017;41;107140384
30.08.2017;40.838;109078336
29.08.2017;40.728;118067640
28.08.2017;40.368;103863888
25.08.2017;39.965;101920252
24.08.2017;39.818;79275672
23.08.2017;39.995;77596324
22.08.2017;39.945;86418340
21.08.2017;39.303;105474112
18.08.2017;39.375;109712276
17.08.2017;39.465;111762260
16.08.2017;40.238;110686448
15.08.2017;40.4;117861948
14.08.2017;39.963;88490936
11.08.2017;39.37;105028384
10.08.2017;38.83;163217092
09.08.2017;40.265;104526120
08.08.2017;40.02;144823584
07.08.2017;39.703;87481284
